LocationID,LocationName,StateAbbr,StateDesc,TotalPopulation,KMeansCluster,HierCluster
55021,Columbia,WI,Wisconsin,"58,091",0.0,2.0
56043,Washakie,WY,Wyoming,"7,710",1.0,1.0
56031,Platte,WY,Wyoming,"8,546",1.0,1.0
53059,Skamania,WA,Washington,"12,640",0.0,2.0
53029,Island,WA,Washington,"86,267",0.0,2.0
54049,Marion,WV,West Virginia,"55,807",2.0,4.0
54019,Fayette,WV,West Virginia,"39,072",2.0,4.0
54033,Harrison,WV,West Virginia,"64,639",2.0,4.0
55011,Buffalo,WI,Wisconsin,"13,419",0.0,2.0
55117,Sheboygan,WI,Wisconsin,"117,752",0.0,2.0
54039,Kanawha,WV,West Virginia,"174,805",2.0,4.0
56045,Weston,WY,Wyoming,"6,808",1.0,1.0
55035,Eau Claire,WI,Wisconsin,"107,903",0.0,2.0
55105,Rock,WI,Wisconsin,"164,278",0.0,2.0
55129,Washburn,WI,Wisconsin,"16,930",0.0,2.0
55031,Douglas,WI,Wisconsin,"44,264",0.0,2.0
55077,Marquette,WI,Wisconsin,"15,838",1.0,1.0
53021,Franklin,WA,Washington,"99,034",1.0,4.0
54109,Wyoming,WV,West Virginia,"20,277",2.0,4.0
56005,Campbell,WY,Wyoming,"47,498",0.0,1.0
54035,Jackson,WV,West Virginia,"27,593",2.0,4.0
55099,Price,WI,Wisconsin,"14,102",1.0,2.0
55029,Door,WI,Wisconsin,"30,562",0.0,2.0
56039,Teton,WY,Wyoming,"23,232",0.0,2.0
